Date,Price,Open,High,Low,Vol.,Change %
15-Sep-18,0.28041,0.2761,0.28432,0.276,184.85M,1.54%
16-Sep-18,0.28113,0.28041,0.2819,0.27427,168.88M,0.26%
17-Sep-18,0.27058,0.28113,0.28352,0.26706,252.12M,-3.75%
18-Sep-18,0.31965,0.27058,0.33525,0.26925,658.84M,18.13%
19-Sep-18,0.3265,0.31961,0.33474,0.31107,459.13M,2.15%
20-Sep-18,0.4501,0.32657,0.48648,0.32154,1.00B,37.85%
21-Sep-18,0.56351,0.45011,0.78848,0.42868,2.32B,25.20%
22-Sep-18,0.57338,0.56355,0.62702,0.49165,1.14B,1.75%
23-Sep-18,0.57179,0.57341,0.59722,0.55814,509.87M,-0.28%
24-Sep-18,0.49234,0.57177,0.58246,0.48405,617.15M,-13.90%
25-Sep-18,0.5257,0.49234,0.54544,0.43633,1.06B,6.78%
26-Sep-18,0.51257,0.5257,0.57108,0.48556,1.10B,-2.50%
27-Sep-18,0.54315,0.5125,0.55362,0.50887,475.46M,5.97%
28-Sep-18,0.53969,0.54282,0.54983,0.51766,427.85M,-0.64%
29-Sep-18,0.56983,0.53984,0.59224,0.52616,547.85M,5.59%
30-Sep-18,0.58274,0.56984,0.62065,0.56011,696.05M,2.27%
1-Oct-18,0.57737,0.58272,0.60468,0.53364,801.49M,-0.92%
2-Oct-18,0.51702,0.57733,0.57982,0.51565,439.89M,-10.45%
3-Oct-18,0.52855,0.51693,0.5372,0.50821,556.33M,2.23%
4-Oct-18,0.52871,0.5286,0.549,0.52409,320.58M,0.03%
5-Oct-18,0.52085,0.5287,0.53257,0.5107,332.77M,-1.49%
6-Oct-18,0.48883,0.52091,0.52183,0.46909,376.59M,-6.15%
7-Oct-18,0.48247,0.4889,0.4903,0.46854,282.52M,-1.30%
8-Oct-18,0.49233,0.48247,0.49986,0.47979,329.33M,2.04%
9-Oct-18,0.48157,0.49232,0.49325,0.47137,246.03M,-2.19%
10-Oct-18,0.46573,0.48156,0.48156,0.4622,252.60M,-3.29%
11-Oct-18,0.38209,0.46573,0.46574,0.37822,715.06M,-17.96%
12-Oct-18,0.42055,0.38208,0.44525,0.37824,638.89M,10.07%
13-Oct-18,0.42235,0.42043,0.42995,0.4167,295.42M,0.43%
14-Oct-18,0.40834,0.42245,0.42952,0.40554,222.97M,-3.32%
15-Oct-18,0.45981,0.40834,0.50997,0.39902,884.05M,12.60%
16-Oct-18,0.48335,0.45983,0.48575,0.4552,391.84M,5.12%
17-Oct-18,0.48294,0.48309,0.49529,0.47104,365.47M,-0.08%
18-Oct-18,0.4668,0.4833,0.49244,0.45553,342.26M,-3.34%
19-Oct-18,0.45999,0.46679,0.47116,0.45724,221.22M,-1.46%
20-Oct-18,0.46712,0.45999,0.47113,0.45584,180.91M,1.55%
21-Oct-18,0.46423,0.46712,0.47296,0.46322,230.82M,-0.62%
22-Oct-18,0.46061,0.46423,0.46784,0.45605,150.69M,-0.78%
23-Oct-18,0.46869,0.46061,0.48298,0.44394,267.33M,1.75%
24-Oct-18,0.46314,0.4687,0.47618,0.45994,161.66M,-1.19%
25-Oct-18,0.46275,0.46333,0.4708,0.45683,167.82M,-0.08%
26-Oct-18,0.46505,0.46273,0.46847,0.45839,116.48M,0.50%
27-Oct-18,0.45973,0.46505,0.46633,0.45749,133.55M,-1.14%
28-Oct-18,0.4639,0.45992,0.46586,0.45834,149.77M,0.91%
29-Oct-18,0.44421,0.46406,0.46463,0.4367,212.63M,-4.25%
30-Oct-18,0.44726,0.44421,0.45238,0.44379,142.49M,0.69%
31-Oct-18,0.45361,0.44738,0.45889,0.43815,167.57M,1.42%
1-Nov-18,0.46029,0.45361,0.46055,0.45032,133.89M,1.47%
2-Nov-18,0.46122,0.46029,0.46626,0.4583,178.05M,0.20%
3-Nov-18,0.45684,0.46121,0.46265,0.45521,104.47M,-0.95%
4-Nov-18,0.46954,0.45694,0.47808,0.44973,194.35M,2.78%
5-Nov-18,0.50116,0.46967,0.5028,0.46376,304.86M,6.73%
